path,bub_id,frame,n_vertices,f_hz_bem,f_hz_nn8_10k,f_hz_poly2
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_05600.obj,1,05600,5270,6.013196866066142,5.94016677,5.93184841
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_05650.obj,1,05650,5318,6.027413182383199,5.95508651,5.94650167
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_05700.obj,1,05700,5408,6.045843846068527,5.96886813,5.9600194
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_05750.obj,1,05750,5464,6.057749689692032,5.983519,5.97329228
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_05800.obj,1,05800,5468,6.067168531356671,5.99286612,5.98330045
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_05850.obj,1,05850,5510,6.07377797707905,6.00326831,5.9981028
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_05900.obj,1,05900,5534,6.067594531488783,5.99663294,5.99540768
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_05950.obj,1,05950,5582,6.060059792060412,5.98058381,5.98958323
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_06000.obj,1,06000,5644,6.059395824115326,5.96643657,5.98158531
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_06050.obj,1,06050,5688,6.069394843008915,5.96227149,5.97958524
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_06100.obj,1,06100,5774,6.085748828596199,5.97614669,5.99187524
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_06150.obj,1,06150,5938,6.10975393186852,6.00197098,6.01366283
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_06200.obj,1,06200,5992,6.136822883192135,6.02836032,6.03486823
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_06250.obj,1,06250,6016,6.154526323014413,6.04473365,6.04642771
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_06300.obj,1,06300,5960,6.165261345950695,6.05477906,6.04866147
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_06350.obj,1,06350,5880,6.162269678409796,6.0533003,6.04402038
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_06400.obj,1,06400,5716,6.150641772950335,6.03385536,6.02701901
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_06450.obj,1,06450,5586,6.125658171213885,6.01933167,6.01122556
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_06500.obj,1,06500,5442,6.097856664713202,6.00662634,5.99373567
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_06550.obj,1,06550,5320,6.083002339439407,5.99788978,5.98570168
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_06600.obj,1,06600,5260,6.0719109465520855,5.99402643,5.98198735
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_06650.obj,1,06650,5150,6.0744888838969375,5.99813646,5.98340833
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_06700.obj,1,06700,5178,6.070221648225321,5.98624368,5.96981335
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_06750.obj,1,06750,5176,6.0790749122238985,5.99246678,5.97088552
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_06800.obj,1,06800,5216,6.082722393970944,5.99282683,5.9733223
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_06850.obj,1,06850,5258,6.09109699055656,5.99939148,5.9793176
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_06900.obj,1,06900,5430,6.09231853023334,5.99568368,5.98189185
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_06950.obj,1,06950,5514,6.096921817477885,5.99844608,5.98788886
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_07000.obj,1,07000,5576,6.102068146321921,5.99972405,5.99377382
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_07050.obj,1,07050,5702,6.113694424837026,6.00787955,6.00445262
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_07100.obj,1,07100,5742,6.1258965800145875,6.01890043,6.01928553
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_07150.obj,1,07150,5770,6.1379605530098535,6.02775382,6.02561762
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_07200.obj,1,07200,5848,6.149825698262197,6.0422683,6.04224095
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_07250.obj,1,07250,5802,6.156452058531929,6.05445932,6.04955281
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_07300.obj,1,07300,5754,6.164771961601855,6.06328334,6.05592371
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_07350.obj,1,07350,5670,6.159916970914933,6.05872563,6.04831221
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_07400.obj,1,07400,5868,6.150298728941021,6.05122098,6.04397614
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_07450.obj,1,07450,5866,6.144046023186513,6.04895128,6.04017189
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_07500.obj,1,07500,5894,6.138626164940468,6.03576178,6.02847604
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_07550.obj,1,07550,5830,6.146596235597573,6.04194706,6.03098211
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_07600.obj,1,07600,5774,6.160315228041868,6.05374267,6.03809394
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_07650.obj,1,07650,5592,6.183807698804263,6.07417268,6.05657499
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_07700.obj,1,07700,5568,6.204914869203611,6.09351438,6.07277412
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_07750.obj,1,07750,5568,6.225232547457959,6.11589665,6.09136828
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_07800.obj,1,07800,5702,6.23020341293006,6.1210052,6.09446976
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_07850.obj,1,07850,5564,6.248880232578751,6.13755261,6.10754941
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_07900.obj,1,07900,5580,6.256666614092221,6.14671169,6.11758798
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_07950.obj,1,07950,5612,6.250880402027734,6.13656276,6.10943998
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_08000.obj,1,08000,5660,6.245327048293515,6.12892005,6.10578893
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_08050.obj,1,08050,5666,6.243746382293082,6.12023909,6.0951649
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_08100.obj,1,08100,5740,6.249692203573465,6.12574558,6.10014867
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_08150.obj,1,08150,5798,6.257072361375522,6.13422961,6.10680369
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_08200.obj,1,08200,5978,6.2507628721227855,6.12439259,6.09856733
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_08250.obj,1,08250,6046,6.25305742193968,6.13286377,6.1081744
<bubblegym-data>/results/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_08300.obj,1,08300,6048,6.252686430133711,6.13612971,6.11197533
