path,bub_id,frame,n_vertices_prepared,n_vertices_unit,n_triangles,t_mesh_load_s,t_feat_s,t_inference_gpu_s,t_inference_gpu_fwd_s,t_inference_cpu_s,t_nn8_total_gpu_s,t_nn8_total_cpu_s,t_bem_assemble_s,t_bem_solve_s,t_bem_s,f_hz_bem,f_hz_nn8_unit
<bubblegym-data>/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_01900.obj,1,01900,4576,4576,9152,0.026807400019606575,0.0649332000175491,0.00029618000000482427,0.00018451899988576769,0.0002583330002380535,0.06522938001755392,0.06519153301778716,62.230698200000916,1.5136623999860603,63.744360599986976,5.567251034881321,5.526563730713293
<bubblegym-data>/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_01950.obj,1,01950,4742,4742,9484,0.017620300000999123,0.06803289998788387,0.0002952080001705326,0.00018296700000064448,0.0002699170002597384,0.0683281079880544,0.06830281698814361,67.51997100000153,1.611160899978131,69.13113189997966,5.57588227889718,5.524229373798542
<bubblegym-data>/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_02000.obj,1,02000,4914,4914,9828,0.0178650000016205,0.07082059999811463,0.000300617000029888,0.0001876900001661852,0.0002639040001668036,0.07112121699814451,0.07108450399828144,72.90646820000256,1.7933785000059288,74.6998467000085,5.581670396330989,5.513347862328438
<bubblegym-data>/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_02050.obj,1,02050,5156,5156,10312,0.018668600008822978,0.07094420000794344,0.0003188510000472888,0.00019096200005151332,0.00026284699997631834,0.07126305100799073,0.07120704700791976,75.26233980001416,1.656505200022366,76.91884500003653,5.586712132554314,5.508802277858616
<bubblegym-data>/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_02100.obj,1,02100,5490,5490,10988,0.020327900012489408,0.07362090001697652,0.00029559800022980196,0.00018591100000776351,0.0002717270000721328,0.07391649801720632,0.07389262701704866,94.79401149999467,2.437408300000243,97.23141979999491,5.590609988633242,5.490038883056576
<bubblegym-data>/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_02150.obj,1,02150,5662,5662,11344,0.11819710000418127,0.0784230999997817,0.00029265700024552646,0.0001888139999937266,0.0002592970000114292,0.07871575700002723,0.07868239699979312,103.6648114999989,3.01555839998764,106.68036989998654,5.592150094563705,5.477946605923701
<bubblegym-data>/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_02200.obj,1,02200,5886,5886,11792,0.021564299997407943,0.07836650000535883,0.00029383599990978837,0.00019001899985596538,0.0002728199999546632,0.07866033600526862,0.0786393200053135,114.67513749998761,6.05672650001361,120.73186400000122,5.6063722943099705,5.5438213386838715
<bubblegym-data>/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_02250.obj,1,02250,5962,5962,11964,0.02153060000273399,0.078223499993328,0.00032339299999875945,0.0001920320000499487,0.0002748449999489821,0.07854689299332676,0.07849834499327699,118.27077380000264,3.2795659999828786,121.55033979998552,5.608629612408811,5.556166992268354
<bubblegym-data>/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_02300.obj,1,02300,5974,5974,12004,0.13075280000339262,0.08079589999397285,0.0002968549999059178,0.00018769800022710114,0.0002537999997730367,0.08109275499387877,0.0810496999937459,118.57056900000316,2.647504199994728,121.21807319999789,5.600582490520753,5.5559762396875625
<bubblegym-data>/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_02350.obj,1,02350,5864,5864,11760,0.020616800000425428,0.07541260001016781,0.00029728699999395755,0.00018922100018244236,0.00018551299988757818,0.07570988701016176,0.07559811301005538,114.2751619000046,3.1180443999764975,117.3932062999811,5.5990254745072745,5.568525534592683
<bubblegym-data>/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_02400.obj,1,02400,5858,5858,11744,0.020636700006434694,0.07695550000062212,0.00031570400024065747,0.00019227300013881178,0.00026962799980537964,0.07727120400086278,0.07722512800042751,113.13913739999407,3.3656366000068374,116.50477400000091,5.584840363411151,5.53311296242747
<bubblegym-data>/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_02450.obj,1,02450,5576,5576,11200,0.020224200008669868,0.07314309998764656,0.0003024269998422824,0.000191896999895107,0.00023055700003169478,0.07344552698748885,0.07337365698767825,99.11080400002538,2.956713200022932,102.06751720004831,5.60745828697933,5.5846817435184555
<bubblegym-data>/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_02500.obj,1,02500,5368,5368,10764,0.01939739999943413,0.07049410001491196,0.000301274000084959,0.00018340299982810393,0.0001961339998524636,0.07079537401499693,0.07069023401476443,84.67017660001875,2.266881299990928,86.93705790000968,5.618708639466742,5.581888972074987
<bubblegym-data>/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_02550.obj,1,02550,5310,5310,10660,0.029499500000383705,0.07261659999494441,0.00029445300024235623,0.00019439099996816368,0.0002614299999549985,0.07291105299518677,0.07287802999489941,80.16516889998456,2.7718641000101343,82.9370329999947,5.6177078725624385,5.583943480069089
<bubblegym-data>/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_02600.obj,1,02600,5184,5184,10404,0.01847290000296198,0.06716430000960827,0.0002938759999233298,0.0002015610001399182,0.00018818800017470494,0.06745817600953159,0.06735248800978297,76.32211740000639,2.6110093999886885,78.93312679999508,5.621047931240764,5.587868246586252
<bubblegym-data>/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_02650.obj,1,02650,5140,5140,10316,0.018551699991803616,0.06782490000477992,0.0003061339998384938,0.00018589000013889744,0.0002111410000361502,0.06813103400461841,0.06803604100481607,76.06941299999016,2.101603699993575,78.17101669998374,5.625315968988136,5.595989553221735
<bubblegym-data>/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_02700.obj,1,02700,5036,5036,10080,0.018125300004612654,0.0634956999856513,0.0003112750002765097,0.00018678899999940768,0.00024354499997571112,0.06380697498592781,0.06373924498562701,65.9446988000127,2.545816099998774,68.49051490001148,5.6332779072840795,5.595423219126996
<bubblegym-data>/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_02750.obj,1,02750,4986,4986,9976,0.023291599994990975,0.08614840000518598,0.00034406599996145815,0.0002461210000910796,0.00013676200003828853,0.08649246600514743,0.08628516200522426,75.80044960000669,1.7724083999928553,77.57285799999954,5.643031888911947,5.59811465082205
<bubblegym-data>/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_02800.obj,1,02800,5004,5004,10008,0.018669300014153123,0.06670490000396967,0.00036627699999371545,0.00019352399976924062,0.00013260700012324378,0.06707117700396338,0.06683750700409291,63.08309780000127,1.356332499999553,64.43943030000082,5.654971868520699,5.604610370779214
<bubblegym-data>/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_02850.obj,1,02850,4988,4988,9980,0.027099200000520796,0.09461040000314824,0.00035442899999907243,0.00025729200016940014,0.00014320299989776687,0.09496482900314732,0.09475360300304601,74.93515559998923,1.995692800002871,76.9308483999921,5.674427054376996,5.611235368535086
<bubblegym-data>/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_02900.obj,1,02900,5012,5012,10024,0.01740729997982271,0.06516960001317784,0.0004247070002020337,0.00018768100009765475,0.00013564699998823925,0.06559430701337987,0.06530524701316608,64.77997919998597,1.9439487000054214,66.7239278999914,5.688298979863556,5.622967612959957
<bubblegym-data>/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_02950.obj,1,02950,4882,4882,9764,0.02244040000368841,0.09064900001976639,0.0004584279999835417,0.0002532559999963269,0.00014109699986875057,0.09110742801974993,0.09079009701963514,72.05700819997583,1.425035399995977,73.4820435999718,5.702575992673654,5.632586735641646
<bubblegym-data>/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_03000.obj,1,03000,4832,4832,9664,0.017173799977172166,0.06812290000380017,0.00029554399981861933,0.00019399700016947463,0.00024535800010198726,0.0684184440036188,0.06836825800390216,69.98797300001024,2.543120199989062,72.5310931999993,5.694001167587716,5.6204049317697935
<bubblegym-data>/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/selected-dataMR3D_single_bubble_dx2p00mm_v6_rollL/ppm_ve_home_test_phi_iter/mc_surface_per_bubble_smoothed_lap3/bub_1/frame_03050.obj,1,03050,4740,4740,9484,0.0196091000107117,0.0685347999969963,0.00029489199980162087,0.00018839099997421726,0.00026315199997043235,0.06882969199679792,0.06879795199696673,66.98999259999255,2.209565700002713,69.19955829999526,5.685983588103623,5.621387914289845
