frame,n_vertices,n_triangles,t_bem_assemble_s,t_bem_solve_s,t_bem_s,t_feat_s,t_inference_gpu_s,f_hz_bem,f_hz_nn8_unit,source
2150,5662,11344,103.6648114999989,3.01555839998764,106.68036989998654,0.0784230999997817,0.00029265700024552646,5.592150094563705,5.477946605923701,chunk_9000.csv
2200,5886,11792,114.67513749998761,6.05672650001361,120.73186400000122,0.07836650000535883,0.00029383599990978837,5.6063722943099705,5.5438213386838715,chunk_9000.csv
2250,5962,11964,118.27077380000264,3.2795659999828786,121.55033979998552,0.078223499993328,0.00032339299999875945,5.608629612408811,5.556166992268354,chunk_9000.csv
2300,5974,12004,118.57056900000316,2.647504199994728,121.21807319999789,0.08079589999397285,0.0002968549999059178,5.600582490520753,5.5559762396875625,chunk_9000.csv
2350,5864,11760,114.2751619000046,3.1180443999764975,117.3932062999811,0.07541260001016781,0.00029728699999395755,5.5990254745072745,5.568525534592683,chunk_9000.csv
2400,5858,11744,113.13913739999407,3.3656366000068374,116.50477400000091,0.07695550000062212,0.00031570400024065747,5.584840363411151,5.53311296242747,chunk_9000.csv
2450,5576,11200,99.11080400002538,2.956713200022932,102.06751720004831,0.07314309998764656,0.0003024269998422824,5.60745828697933,5.5846817435184555,chunk_9000.csv
2500,5368,10764,84.67017660001875,2.266881299990928,86.93705790000968,0.07049410001491196,0.000301274000084959,5.618708639466742,5.581888972074987,chunk_9000.csv
2550,5310,10660,80.16516889998456,2.7718641000101343,82.9370329999947,0.07261659999494441,0.00029445300024235623,5.6177078725624385,5.583943480069089,chunk_9000.csv
2600,5184,10404,76.32211740000639,2.6110093999886885,78.93312679999508,0.06716430000960827,0.0002938759999233298,5.621047931240764,5.587868246586252,chunk_9000.csv
2650,5140,10316,76.06941299999016,2.101603699993575,78.17101669998374,0.06782490000477992,0.0003061339998384938,5.625315968988136,5.595989553221735,chunk_9000.csv
2700,5036,10080,65.9446988000127,2.545816099998774,68.49051490001148,0.0634956999856513,0.0003112750002765097,5.6332779072840795,5.595423219126996,chunk_9000.csv
2750,4986,9976,75.80044960000669,1.7724083999928553,77.57285799999954,0.08614840000518598,0.00034406599996145815,5.643031888911947,5.59811465082205,chunk_0000.csv
2800,5004,10008,63.08309780000127,1.356332499999553,64.43943030000082,0.06670490000396967,0.00036627699999371545,5.654971868520699,5.604610370779214,chunk_9000.csv
2850,4988,9980,74.93515559998923,1.995692800002871,76.9308483999921,0.09461040000314824,0.00035442899999907243,5.674427054376996,5.611235368535086,chunk_0000.csv
2900,5012,10024,64.77997919998597,1.9439487000054214,66.7239278999914,0.06516960001317784,0.0004247070002020337,5.688298979863556,5.622967612959957,chunk_9000.csv
2950,4882,9764,72.05700819997583,1.425035399995977,73.4820435999718,0.09064900001976639,0.0004584279999835417,5.702575992673654,5.632586735641646,chunk_0000.csv
3000,4832,9664,69.98797300001024,2.543120199989062,72.5310931999993,0.06812290000380017,0.00029554399981861933,5.694001167587716,5.6204049317697935,chunk_0000.csv
3050,4740,9484,66.98999259999255,2.209565700002713,69.19955829999526,0.0685347999969963,0.00029489199980162087,5.685983588103623,5.621387914289845,chunk_0000.csv
3100,4512,9024,57.78450499998871,1.4416916999907698,59.22619669997948,0.06261870000162162,0.0003781760000856593,5.672318620693916,5.62887547494689,chunk_0000.csv
3150,4308,8616,53.21107650001068,1.0068330000212882,54.217909500031965,0.06614539999281988,0.00029305200005183,5.668947500710489,5.631825355249832,chunk_0000.csv
3200,4428,8856,56.244703799980925,1.4728620999958366,57.71756589997676,0.06297699999413453,0.00029417999990982935,5.658182456136844,5.6176960866528,chunk_0000.csv
3250,4462,8924,57.12945900001796,1.5602607999753673,58.68971979999333,0.061183599987998605,0.0002929400000721216,5.6545610414974075,5.611658136453898,chunk_0000.csv
3300,4434,8868,56.16403019998688,1.2735928999900352,57.43762309997692,0.0712360999896191,0.00029204399994341656,5.656251466361508,5.6121946694486144,chunk_0000.csv
3350,4486,8972,57.54298879997805,1.37610650001443,58.91909529999248,0.06582869999692775,0.0003097399999387562,5.667025336072162,5.616021462723367,chunk_0000.csv
3400,4536,9072,60.090575600013835,1.1073405000206549,61.19791610003449,0.07154070000979118,0.0002920809999341145,5.683272381116845,5.624795845408108,chunk_0000.csv
3450,4692,9384,63.702426300005754,1.412447600014275,65.11487390002003,0.06577660000766627,0.0002998170000500977,5.707621302710732,5.6407905185935405,chunk_0000.csv
3500,4892,9784,71.80753979997826,1.9608811000071,73.76842089998536,0.0723637999908533,0.0002899980000802316,5.729756124009433,5.657758651498834,chunk_0000.csv
3550,5044,10088,67.94488369999453,1.7608513000013772,69.70573499999591,0.07105889997910708,0.00029641500004800035,5.75649730475622,5.676875321320073,chunk_9000.csv
3600,5032,10064,68.30100889998721,1.7169279000081588,70.01793679999537,0.06722580001223832,0.0004174059999058954,5.791183794579393,5.708705184585363,chunk_9000.csv
3650,5098,10196,69.8854673000169,1.7000700999924447,71.58553740000934,0.06811870000092313,0.00029769500019028784,5.812149372392402,5.725977952267706,chunk_9000.csv
3700,5170,10340,73.95313579999493,1.8282031000126153,75.78133890000754,0.06960940000135452,0.00030640399985713883,5.831687770105916,5.739548876397055,chunk_9000.csv
3750,5264,10532,79.1533889999846,3.1243547000049148,82.27774369998951,0.07073300000047311,0.000301298999984283,5.833091360558595,5.726985543400585,chunk_9000.csv
3800,4934,9872,74.225197199994,2.5333373000030406,76.75853449999704,0.08967499999562278,0.00035488399997120725,5.833540420692934,5.746340915036756,chunk_0000.csv
3850,4842,9688,70.47244030001457,1.8175157000077888,72.28995600002236,0.06625259999418631,0.0002934269999968819,5.817712253447851,5.742214483580251,chunk_0000.csv
3900,4666,9332,64.7035726000031,1.476172199996654,66.17974479999975,0.06893060001311824,0.0002939060001517646,5.807083445815121,5.747524061557875,chunk_0000.csv
3950,4728,9456,66.202783500019,1.2964424999954645,67.49922600001446,0.06549269999959506,0.0002942740000435151,5.793369339808616,5.734882426345838,chunk_0000.csv
4000,4806,9612,69.35890250001103,1.4154297999921255,70.77433230000315,0.06602869997732341,0.00029619199980515984,5.78805367469459,5.724312675446174,chunk_0000.csv
4050,4898,9796,72.93719200001215,1.5424364000209607,74.4796284000331,0.06822019998799078,0.0002938769999309443,5.787058958727419,5.721605587284487,chunk_0000.csv
4100,4938,9876,73.85467580001568,1.6150656999961939,75.46974150001188,0.06769309999071993,0.0002948840000317432,5.795228786569168,5.723742907112528,chunk_0000.csv
4150,4834,9668,70.22650449999492,1.203802200005157,71.43030670000007,0.06810219999169931,0.00029457600001478565,5.8058657312897965,5.73314621501456,chunk_0000.csv
4200,4870,9740,70.4811888000113,1.2213874000008218,71.70257620001212,0.06951010000193492,0.00030151199985994025,5.815480092536097,5.741021479913114,chunk_0000.csv
4250,5000,10000,75.37140169998747,1.6032456000102684,76.97464729999774,0.07175800000550225,0.0007175060000736267,5.8292784029059845,5.747250004787928,chunk_0000.csv
4300,5086,10172,69.82270109999808,2.4492241999832913,72.27192529998138,0.0688631999946665,0.0002993250000872649,5.849739485486422,5.764381016246372,chunk_9000.csv
4350,5380,10760,84.18857410000055,2.899260600010166,87.08783470001072,0.07292340000276454,0.00029301000002305953,5.859950631922324,5.770248977802471,chunk_9000.csv
4400,5498,10996,95.42107589999796,2.147297899995465,97.56837379999342,0.07355420000385493,0.0002990899997530505,5.890050088099223,5.7976220307498405,chunk_9000.csv
4450,5744,11488,108.07978580001509,2.146933399984846,110.22671919999993,0.07691649999469519,0.0002979169998434372,5.9049750248949,5.8079338713021835,chunk_9000.csv
4500,5980,11960,118.48906089999946,2.6516777999931946,121.14073869999265,0.07818569999653846,0.00030018999997992067,5.925063439575908,5.817547617313818,chunk_9000.csv
4550,6206,12420,129.31526730000041,3.1633263000112493,132.47859360001166,0.08483480001450516,0.00038252500002272427,5.939966356336685,5.819949029611294,chunk_9000.csv
4600,6298,12600,136.21565090000513,3.5278114000102505,139.74346230001538,0.08279790001688525,0.00029948799987323583,5.948678643369444,5.81563524293421,chunk_9000.csv
4650,6340,12716,137.5767249999917,4.54261529998621,142.11934029997792,0.08365470002172515,0.0002930570000899024,5.940485030376686,5.732542765469628,chunk_9000.csv
4700,6280,12612,136.95770249998895,5.020564900012687,141.97826740000164,0.08044089999748394,0.0002938069999800064,5.939608540618886,5.814840800904882,chunk_9000.csv
4750,5864,11760,115.29111329998705,3.10156619999907,118.39267949998612,0.07669600000372157,0.0003040260000852868,5.924497151158747,5.804121605949528,chunk_9000.csv
4800,5662,11336,102.6547128999955,4.284682299999986,106.93939519999549,0.07297290000133216,0.0002923839999129996,5.9170266895673675,5.804037886022545,chunk_9000.csv
4850,5492,10984,96.79504480000469,2.9863414999854285,99.78138629999012,0.0709270000224933,0.00030701100011356177,5.896567267146789,5.79341664593932,chunk_9000.csv
4900,5400,10800,83.4506142999744,2.601888900011545,86.05250319998595,0.06791020001401193,0.00029984900000272317,5.884896132715194,5.783739355145372,chunk_9000.csv
4950,5342,10684,80.08875390002504,2.60029819997726,82.6890521000023,0.07027739999466576,0.00030164900003001096,5.876849495949545,5.778469338727916,chunk_9000.csv
5000,5194,10388,74.79910699999891,2.4542533999774605,77.25336039997637,0.06725280001410283,0.0002977480000117794,5.880853207546927,5.780265442523217,chunk_9000.csv
5050,5194,10388,77.11430360001395,1.8672347000101581,78.98153830002411,0.07155749999219552,0.0002935080000315793,5.889240376921738,5.800071222951159,chunk_9000.csv
5100,5090,10180,70.73451150002074,1.8693253999808803,72.60383690000162,0.06810770000447519,0.0003084839999792166,5.911740936077155,5.826131222233748,chunk_9000.csv
5150,5096,10192,71.30702799998107,1.5237477000046056,72.83077569998568,0.06723359998431988,0.00029574999993201343,5.9406171574136435,5.857363567915396,chunk_9000.csv
5200,5132,10264,71.14525480000884,1.9628436999919359,73.10809850000078,0.07051039999350905,0.0002949329998227768,5.975782520867401,5.893557111940401,chunk_9000.csv
5250,5184,10368,77.25762190000387,1.8093293000129052,79.06695120001677,0.07039109998731874,0.00029776300012599675,5.998490967423649,5.9167098915275185,chunk_9000.csv
5300,5206,10412,75.3679668000259,1.9370880000060424,77.30505480003194,0.07217259999015369,0.0002943950000917539,6.0241710996908155,5.937208258513726,chunk_9000.csv
5350,5136,10272,72.88561310002115,1.9863870000117458,74.87200010003289,0.07142949997796677,0.00030120500014163554,6.04384380246365,5.954571850321837,chunk_9000.csv
5400,5120,10240,73.61036520000198,1.7688425999949686,75.37920779999695,0.06924950002576225,0.00029450600006384773,6.045351142124915,5.962903390210453,chunk_9000.csv
5450,5022,10044,66.75634330001776,1.7313264000113122,68.48766970002907,0.06732660002307966,0.00037312100001145153,6.033918037709896,5.958824601691339,chunk_9000.csv
5500,4954,9908,73.32447729998967,1.8698075999855064,75.19428489997517,0.0966130000015255,0.0005232220000470989,6.028793819635746,5.951804826172782,chunk_0000.csv
5550,5168,10336,72.72947270001168,2.1332887000171468,74.86276140002883,0.06886120000854135,0.0002982019999762997,6.013819461227251,5.9378700606993196,chunk_9000.csv
5600,5270,10540,80.27893939998467,2.3803584999986924,82.65929789998336,0.06934570000157692,0.0002954450002289377,6.013196866066144,5.940167475915626,chunk_9000.csv
5650,5318,10636,80.79592720000073,1.4657793999940623,82.2617065999948,0.0698835999937728,0.0002955789997940883,6.0274131823831985,5.955087216666123,chunk_9000.csv
5700,5408,10816,86.13202819999424,2.002031000010902,88.13405920000514,0.07067850002204068,0.0002949310000985861,6.045843846068527,5.9688681318827115,chunk_9000.csv
5750,5464,10928,94.08729650001624,1.6217884999932721,95.70908500000951,0.06954060000134632,0.0002961719999439083,6.05774968969203,5.983518996375757,chunk_9000.csv
5800,5468,10936,95.0750107000058,2.275550699996529,97.35056140000233,0.07058490000781603,0.000297298000077717,6.067168531356671,5.992866122556088,chunk_9000.csv
5850,5510,11020,94.28269160000491,1.8051390000036918,96.0878306000086,0.0994563999993261,0.0003307530001620762,6.0737779770790485,6.003268308470691,chunk_9000.csv
5900,5534,11068,98.62312420000671,2.1785849999869242,100.80170919999364,0.0708362000004854,0.00030089200008660556,6.067594531488783,5.996633651133321,chunk_9000.csv
5950,5582,11164,99.47784830001183,2.0836146000074223,101.56146290001925,0.07158989997697063,0.00030124100012471897,6.060059792060412,5.980583810575834,chunk_9000.csv
6000,5644,11288,101.4593611000164,2.2868998000049032,103.7462609000213,0.07342400000197813,0.00030579399986891076,6.059395824115326,5.9664365680940525,chunk_9000.csv
6050,5688,11376,103.35034459998133,2.2531581000075676,105.6035026999889,0.07528739998815581,0.00038273599988315255,6.069394843008915,5.962271492733481,chunk_9000.csv
6100,5774,11548,110.0279118999897,2.9984222000057343,113.02633409999544,0.07550229999469593,0.0002964110000175424,6.085748828596199,5.976146685807743,chunk_9000.csv
6150,5938,11876,117.16424349998124,2.4451208999962546,119.6093643999775,0.07625090001965873,0.0002957009998499416,6.109753931868519,6.001970983649225,chunk_9000.csv
6200,5992,11984,118.4121090999979,2.521960799989756,120.93406989998766,0.07788430000073276,0.000297275000193622,6.136822883192133,6.0283603168021225,chunk_9000.csv
6250,6016,12032,119.19045120000374,2.529221000004327,121.71967220000806,0.08205569998244755,0.00029530600004363806,6.154526323014412,6.044733649457686,chunk_9000.csv
6300,5960,11920,117.50084969997988,1.8725301999947987,119.37337989997468,0.08022099998197518,0.00029567899997346103,6.165261345950698,6.054779063062059,chunk_9000.csv
6350,5880,11760,115.27858319997904,2.0562494000187144,117.33483259999775,0.07642349999514408,0.000294753999914974,6.162269678409799,6.053300304339488,chunk_9000.csv
6400,5716,11432,104.72189700001036,2.470597900013672,107.19249490002403,0.07457859997521155,0.0003008440000121482,6.150641772950335,6.03385535888966,chunk_9000.csv
6450,5586,11172,97.64950359999784,2.3541140999877825,100.00361769998563,0.0725947999744676,0.00029278800007887185,6.125658171213886,6.0193316672956065,chunk_9000.csv
6500,5442,10884,91.93633250001585,1.530906200001482,93.46723870001733,0.0698940999864135,0.0002908829998341389,6.097856664713204,6.00662633964381,chunk_9000.csv
6550,5320,10640,81.67821340000955,1.685224900022149,83.3634383000317,0.06952879999880679,0.00029927399998996406,6.0830023394394015,5.997889781923723,chunk_9000.csv
6600,5260,10520,77.2463931000093,2.183230499998899,79.4296236000082,0.07199620001483709,0.0002933389999088831,6.0719109465520855,5.994026429095808,chunk_9000.csv
6650,5150,10300,72.60094470001059,1.95821739998064,74.55916209999123,0.0677766999870073,0.00029862600000342355,6.0744888838969375,5.998136463438348,chunk_9000.csv
6700,5178,10356,74.2790616999846,2.061238599999342,76.34030029998394,0.07112469998537563,0.0002992699999595061,6.070221648225321,5.986243675062179,chunk_9000.csv
6750,5176,10352,76.05987009999808,2.060587800020585,78.12045790001866,0.06726320000598207,0.0002965899999253452,6.0790749122238985,5.992466783291941,chunk_9000.csv
6800,5216,10432,75.7420403000142,2.069239500007825,77.81127980002202,0.06735940001090057,0.00029512999986764044,6.082722393970947,5.9928268303926915,chunk_9000.csv
6850,5258,10516,79.15532930000336,1.644623700005468,80.79995300000883,0.07747630000812933,0.0002954449999378994,6.091096990556561,5.999392193843515,chunk_9000.csv
6900,5430,10860,93.1445217000146,2.4772706999792717,95.62179239999386,0.07023650000337511,0.0003054790000896901,6.09231853023334,5.9956836848393795,chunk_9000.csv
6950,5514,11028,97.74232810002286,2.3090643000032287,100.05139240002609,0.0726247999991756,0.00029985700006363914,6.096921817477884,5.998446080972066,chunk_9000.csv
7000,5576,11152,98.89873489999445,1.8525483999983408,100.75128329999279,0.07295150001300499,0.0002967260000878014,6.102068146321919,5.999724048063835,chunk_9000.csv
7050,5702,11404,104.41784290000214,2.1006697000120766,106.51851260001422,0.07669990000431426,0.0003063669998664409,6.113694424837027,6.007879550261774,chunk_9000.csv
7100,5742,11484,107.8879151000001,2.9688415999989957,110.8567566999991,0.07756100001279265,0.000297697999922093,6.1258965800145875,6.018900429032548,chunk_9000.csv
7150,5770,11540,107.64863559999503,1.8410279999952763,109.48966359999031,0.0889710999908857,0.0002987759999814443,6.137960553009856,6.027753818064713,chunk_9000.csv
7200,5848,11696,114.75870750000468,2.965256199997384,117.72396370000206,0.0771627000067383,0.00029778600001009183,6.149825698262197,6.042269019118772,chunk_9000.csv
7250,5802,11604,110.43790160000208,2.2236893999797758,112.66159099998185,0.07538110000314191,0.00029529599996749314,6.156452058531929,6.054459320346545,chunk_9000.csv
7300,5754,11508,109.25309149999521,2.2420030000212137,111.49509450001642,0.08888100000331178,0.0006944079999811947,6.164771961601854,6.063283337148832,chunk_9000.csv
7350,5670,11340,102.2716584999871,2.1790496000030544,104.45070809999015,0.0748384999751579,0.0002950420000706799,6.159916970914933,6.0587256304968635,chunk_9000.csv
7400,5868,11740,114.05872530001216,1.8381771999993362,115.89690250001149,0.07625869999174029,0.00029032599995844067,6.150298728941023,6.0512209825970835,chunk_9000.csv
7450,5866,11736,114.08753029999207,1.7866661000007298,115.8741963999928,0.07520069999736734,0.0003000169998267665,6.144046023186509,6.0489512829238485,chunk_9000.csv
7500,5894,11788,115.03480599998147,2.438606100011384,117.47341209999286,0.08075519997510128,0.00029989599977852776,6.138626164940469,6.03576178276591,chunk_9000.csv
7550,5830,11660,111.62745420000283,1.780542799999239,113.40799700000207,0.07659069998771884,0.00029607400007080286,6.146596235597572,6.041947056012121,chunk_9000.csv
7600,5774,11548,109.91352579998784,2.2077593999856617,112.1212851999735,0.07595320002292283,0.00048818000010214746,6.160315228041868,6.0537426672045935,chunk_9000.csv
7650,5592,11184,100.20574659999693,1.6830605999857653,101.8888071999827,0.07159599999431521,0.0002988649997860193,6.183807698804263,6.07417268488247,chunk_9000.csv
7700,5568,11136,99.29690789998858,1.848425700009102,101.14533359999768,0.07321159998537041,0.0002981889998773113,6.204914869203613,6.093514378580544,chunk_9000.csv
7750,5568,11136,99.71255379999639,1.99501600000076,101.70756979999715,0.07352439998066984,0.0002940970001509413,6.225232547457959,6.1158966513596,chunk_9000.csv
7800,5702,11404,104.19018489998416,2.3339834000216797,106.52416830000584,0.07357560002128594,0.0002972530000261031,6.230203412930061,6.121005201884374,chunk_9000.csv
7850,5564,11128,96.69816019997234,2.314794600009918,99.01295479998225,0.0747092999808956,0.000294661000079941,6.24888023257875,6.137552607012717,chunk_9000.csv
7900,5580,11160,99.20453680001083,2.555884400004288,101.76042120001512,0.07986539998091757,0.00037989200005540626,6.2566666140922225,6.146711685226715,chunk_9000.csv
7950,5612,11224,100.70997820000048,2.1688803999859374,102.87885859998642,0.07332389999646693,0.0004727919999277219,6.250880402027733,6.136562759945391,chunk_9000.csv
8000,5660,11320,102.99270620002062,1.7347033000260126,104.72740950004663,0.07408459999714978,0.0002941730001475662,6.245327048293517,6.128920053268993,chunk_9000.csv
8050,5666,11332,103.04337970001507,2.105136500002118,105.14851620001718,0.0736484999943059,0.0002928489999612793,6.243746382293083,6.120239085117172,chunk_9000.csv
8100,5740,11480,106.57328640000196,2.803040200000396,109.37632660000236,0.07853629998862743,0.0003227950001019053,6.249692203573465,6.125745582864405,chunk_9000.csv
8150,5798,11596,110.74709050002275,2.200641400006134,112.94773190002888,0.07520309998653829,0.00030702799995196983,6.257072361375521,6.134229606031432,chunk_9000.csv
8200,5978,11956,117.73458830002346,2.825345000019297,120.55993330004276,0.07758129999274388,0.00029410700022708625,6.2507628721227855,6.124393316961032,chunk_9000.csv
8250,6046,12092,122.47680909998599,1.8866361000109464,124.36344519999693,0.07653279998339713,0.0002947350000613369,6.2530574219396815,6.132863769748983,chunk_9000.csv
8300,6048,12096,121.5388060999976,2.8058291999914218,124.34463529998902,0.07806210001581348,0.00029551499988883734,6.25268643013371,6.136129706336436,chunk_9000.csv
8350,5940,11880,118.55983490002109,2.2050686000147834,120.76490350003587,0.07667130001937039,0.000286836999875959,6.2505635784948925,6.140697326542515,chunk_9000.csv
8400,5888,11776,115.84621939997305,3.2047181999951135,119.05093759996817,0.07658839999930933,0.00029694800003198906,6.253464353030536,6.146351185193187,chunk_9000.csv
8450,5958,11916,117.05226159997983,2.606484800024191,119.65874640000402,0.07598340002004988,0.000300058999855537,6.247830197147946,6.139024138148531,chunk_9000.csv
8500,5950,11900,114.94358490000013,2.1591188999882434,117.10270379998838,0.08493119999184273,0.0002969429999939166,6.256035464952489,6.1436319964537764,chunk_9000.csv
8550,6080,12160,123.27255580000929,2.3074092000024393,125.57996500001173,0.08088549997773953,0.00029362800007220357,6.2627403243852235,6.142353397524106,chunk_9000.csv
8600,6226,12452,130.99894940000377,3.378107500000624,134.3770569000044,0.08029199999873526,0.000293357000045944,6.27238803797742,6.149463759112068,chunk_9000.csv
8650,6256,12512,132.9816589000111,2.618995500000892,135.600654400012,0.08036650001304224,0.0003066180000314489,6.290020302298385,6.158829296208282,chunk_9000.csv
8700,6340,12680,136.22816100000637,3.0952895999944303,139.3234506000008,0.08162929999525659,0.000397112000209745,6.307588082600481,6.172416491925838,chunk_9000.csv
8750,6288,12576,134.7428069000016,2.5610725000151433,137.30387940001674,0.08037350000813603,0.00039847200008807704,6.322951082123075,6.184150546424434,chunk_9000.csv
8800,6286,12572,134.86975529999472,2.6155674000037834,137.4853226999985,0.08012900000903755,0.00029607400007080286,6.32778442260639,6.193016664026597,chunk_9000.csv
8850,6144,12288,126.539812300005,4.227425799996126,130.76723810000112,0.07778309998684563,0.00029557200003182515,6.32738754373983,6.184246384232147,chunk_9000.csv
8900,5978,11956,118.29475830000592,2.6387278999900445,120.93348619999597,0.07583069999236614,0.00029932200006442143,6.322413271937253,6.193850221435203,chunk_9000.csv
8950,5786,11572,111.0840298999974,2.165066600020509,113.24909650001791,0.07924290001392365,0.00032784100010758267,6.318282550218195,6.195431261550027,chunk_9000.csv
9000,5686,11372,103.28154809999978,2.5771844999981113,105.8587325999979,0.07361240001046099,0.00029287199984537435,6.308733511813141,6.187762446522631,chunk_9000.csv
9050,5760,11520,109.73096479999367,2.820631400012644,112.55159620000632,0.07542740000644699,0.0002912980000837706,6.298768119022964,6.173919933569112,chunk_9000.csv
