variant,n_features,n_params,testset_rmse_log,testset_mape,testset_max_ape,testset_mape_tim2016,testset_mape_lbm,inference_forward_mean_ms,inference_forward_std_ms,inference_forward_median_ms,inference_per_sample_us,inference_throughput_samples_per_s,inference_batch_size,inference_device,inference_warmup,inference_repeats,curated_overall_mape,curated_overall_max_ape,curated_overall_rmse_log,curated_bin0_mape,curated_bin1_mape,curated_bin2_mape,curated_bin3_mape,curated_bin4_mape,curated_bin5_mape,curated_bin6_mape,curated_bin7_mape,curated_bin8_mape,curated_bin9_mape
inertia,2,6785,0.026832522864154804,1.1176104950437735,21.38000115884589,0.50136033422717,2.001969492060267,0.24719552059968314,0.07078669260238564,0.2285120040178299,2.4719552059968315,404538.0747895647,100,cuda,30,150,3.875277153304845,21.380000052634692,0.06605764322998642,0.11887527030643555,1.117483373288101,0.7349330218664406,3.3092034782319195,7.3291305183600555,3.0107905545474796,6.5868814015451616,5.1954156997831875,7.078008235117629,4.272049980002043
chull,3,6849,0.010525344796007748,0.6932920153359609,7.290630083684229,0.6085527403219952,0.8148983775316266,0.24120319997270903,0.07103119070111938,0.22224000096321106,2.4120319997270903,414588.1978817633,100,cuda,30,150,0.7913572334035953,4.085114939808061,0.010953005964295034,0.3354324797037786,0.4289433589342669,0.5240434705938155,0.9648504097339133,0.9867983170410545,0.7129282420644163,1.09036404219742,0.5474585376209153,0.8257944026995059,1.4969590734468678
nonsph,3,6849,0.007422180254457667,0.2878327044488317,8.51367466294748,0.18629247850905667,0.4335495221936915,0.2515611731509368,0.09503812659364733,0.22470399737358093,2.515611731509368,397517.6246296163,100,cuda,30,150,0.7182649497883169,6.447174427343913,0.012918327166493878,0.048934229555420386,0.37800347045357774,0.17293631606124407,0.6111640192516854,1.2832158872414947,0.49268929868168143,1.146269288188004,0.8026157909497724,0.9927412669351318,1.254079930565158
inertia_chull,5,6977,0.004170691664188914,0.22706369618972158,4.17486979929117,0.16608497940664005,0.3145721144304737,0.2542472526927789,0.07347865250826369,0.22889599949121475,2.542472526927789,393317.9176603948,100,cuda,30,150,0.39296003887950975,2.399166045439818,0.006534791858925036,0.09168038257276875,0.22245801967686782,0.2191563202011681,0.2281632414121002,0.7966936213464645,0.1267904891827104,0.7065436728980193,0.21378407253162277,0.4649152709371635,0.8594152980362123
inertia_nonsph,5,6977,0.0042018098017298005,0.17661503563985184,5.046665853902217,0.10546661134819837,0.278717644525999,0.25140586619575817,0.07685502904816649,0.22814399749040604,2.5140586619575815,397763.19269389927,100,cuda,30,150,0.45114010572459057,5.046665761120871,0.009311309463992577,0.06382513948743426,0.17661178825350857,0.08689867737681176,0.4854986776813351,0.8364640845456102,0.13476616764805116,0.9211906636306114,0.33291942652944045,0.7612134738098351,0.7120129582832677
all8,8,7169,0.002336955321729118,0.08941765913381422,3.8659526982941403,0.056018612649807925,0.13734745960765227,0.22242154677708945,0.04092285981283594,0.21671999990940094,2.2242154677708945,449596.72949410725,100,cuda,30,150,0.23460624541158784,3.8659567481105426,0.005267630037280969,0.009299067732448481,0.06849256735608218,0.04491571383432094,0.12646140998878355,0.27187856702495844,0.35439834182501656,0.3708409445224775,0.1362875901472364,0.17993683253361864,0.7835514191509356
