bub_id,n_solves,total_bem_s,total_assemble_s,total_solve_s,mean_f_unit_hz,median_f_unit_hz,min_f_unit_hz,max_f_unit_hz
7183,2,7.1896,7.0357,0.154,5.5164,5.5164,5.3449,5.6878
7186,1,0.5014,0.4804,0.0211,5.3691,5.3691,5.3691,5.3691
7187,1,0.8688,0.8447,0.0241,5.7208,5.7208,5.7208,5.7208
7196,1,6.1699,6.053,0.1168,5.6512,5.6512,5.6512,5.6512
7197,1,0.4875,0.4655,0.022,5.3937,5.3937,5.3937,5.3937
7198,1,0.4621,0.4426,0.0195,5.3695,5.3695,5.3695,5.3695
7200,1,25.3389,24.6431,0.6958,6.1542,6.1542,6.1542,6.1542
7202,5,14.1716,13.9117,0.2599,5.4881,5.4003,5.3374,5.8549
7203,1,0.8962,0.8758,0.0204,5.3837,5.3837,5.3837,5.3837
7249,83,108.7332,105.9379,2.7953,5.4311,5.35,5.3115,6.0002
7266,1,0.2743,0.2577,0.0166,5.3666,5.3666,5.3666,5.3666
7267,2,0.541,0.5061,0.0349,5.4515,5.4515,5.3407,5.5624
7284,1,0.4445,0.4219,0.0225,5.3587,5.3587,5.3587,5.3587
7342,2,0.4259,0.4005,0.0254,5.368,5.368,5.3277,5.4084
7367,1,0.2163,0.2042,0.0121,5.7701,5.7701,5.7701,5.7701
7379,1,1.0088,0.9566,0.0521,5.9744,5.9744,5.9744,5.9744
7395,1,0.2947,0.2772,0.0175,5.6156,5.6156,5.6156,5.6156
7396,2,0.6306,0.5923,0.0384,5.5047,5.5047,5.3889,5.6205
7403,5,4.4971,4.2663,0.2309,5.4719,5.4175,5.3237,5.7766
7426,1,1.2964,1.2437,0.0527,5.8527,5.8527,5.8527,5.8527
7430,1,14.1008,13.4294,0.6714,6.155,6.155,6.155,6.155
7432,6,6.6292,6.3251,0.3041,5.533,5.4658,5.363,5.7595
7433,1,0.2322,0.2036,0.0286,5.8235,5.8235,5.8235,5.8235
7435,8,5.8599,5.6507,0.2092,5.4332,5.4025,5.3401,5.6347
7448,5,2.3439,2.2177,0.1261,5.5365,5.5001,5.3935,5.843
7449,132,65.8425,63.169,2.6735,5.3903,5.3617,5.3169,5.9464
7451,145,104.6799,101.2471,3.4328,5.4133,5.358,5.3069,5.8749
7453,1,0.4773,0.4451,0.0321,6.181,6.181,6.181,6.181
7480,89,33.1734,31.453,1.7204,5.3938,5.3536,5.3196,5.9135
7485,1,2.0942,2.0765,0.0178,5.676,5.676,5.676,5.676
7513,1,1.667,1.6351,0.0319,5.6661,5.6661,5.6661,5.6661
7530,1,0.5397,0.5224,0.0172,5.3399,5.3399,5.3399,5.3399
7533,1,5.9521,5.8689,0.0832,6.7192,6.7192,6.7192,6.7192
7549,6,5.1229,4.986,0.1369,5.4084,5.389,5.3507,5.5195
7556,1,3.2164,3.1692,0.0472,5.9903,5.9903,5.9903,5.9903
7598,1,21.1387,19.8524,1.2863,5.6971,5.6971,5.6971,5.6971
7599,1,1.9575,1.929,0.0286,5.4571,5.4571,5.4571,5.4571
7602,7,3.4461,3.313,0.1331,5.362,5.3465,5.3329,5.4474
7603,403,450.7765,439.2309,11.5455,5.4008,5.3501,5.3096,6.1815
7605,1,21.9268,21.2591,0.6677,6.0481,6.0481,6.0481,6.0481
7609,1,0.8727,0.8516,0.0211,5.3856,5.3856,5.3856,5.3856
7612,1,1.3187,1.2971,0.0216,5.633,5.633,5.633,5.633
7613,1,1.9408,1.9175,0.0234,5.4989,5.4989,5.4989,5.4989
7623,2,4.2844,4.2416,0.0428,5.8325,5.8325,5.8006,5.8644
7720,1,8.7101,8.6253,0.0847,6.1284,6.1284,6.1284,6.1284
7761,4,7.0561,6.951,0.1051,5.3885,5.392,5.3559,5.4141
7797,1,1.7235,1.6942,0.0293,5.711,5.711,5.711,5.711
7853,2,50.0938,48.6577,1.4361,5.7949,5.7949,5.7543,5.8356
7854,1,2.1783,2.1462,0.0321,5.7211,5.7211,5.7211,5.7211
7865,1,1.277,1.2533,0.0237,5.6819,5.6819,5.6819,5.6819
7870,1,0.5705,0.5511,0.0194,5.3924,5.3924,5.3924,5.3924
7874,1,20.0,19.5069,0.4932,6.043,6.043,6.043,6.043
7876,1,0.5042,0.4868,0.0174,5.4179,5.4179,5.4179,5.4179
7881,1,1.2631,1.2381,0.0251,5.7594,5.7594,5.7594,5.7594
7882,1,0.5027,0.4856,0.0171,5.3255,5.3255,5.3255,5.3255
7891,1,1.0701,1.0473,0.0228,5.4964,5.4964,5.4964,5.4964
7906,40,234.7374,230.4579,4.2795,5.4567,5.3994,5.3255,5.9037
7911,1,1.639,1.6097,0.0293,5.7764,5.7764,5.7764,5.7764
7913,1,1.003,0.9847,0.0183,5.3711,5.3711,5.3711,5.3711
7914,1,0.919,0.9041,0.0149,5.4283,5.4283,5.4283,5.4283
7915,1,2.6196,2.5872,0.0324,6.0098,6.0098,6.0098,6.0098
7938,1,0.5853,0.5729,0.0124,5.3595,5.3595,5.3595,5.3595
7998,32,53.4986,52.5326,0.966,5.4918,5.408,5.329,6.2014
7999,2,1.3054,1.2612,0.0442,5.357,5.357,5.3408,5.3731
8044,1,21.8905,21.1662,0.7243,6.1152,6.1152,6.1152,6.1152
8045,1,6.4043,6.2785,0.1258,6.1335,6.1335,6.1335,6.1335
8079,15,17.4467,16.9972,0.4495,5.4322,5.4089,5.3193,5.8355
8080,44,21.5853,20.6824,0.9029,5.4113,5.3765,5.3312,5.9968
8091,3,2.3597,2.2639,0.0958,5.7018,5.7505,5.4757,5.8792
8098,2,1.3501,1.2901,0.06,5.5918,5.5918,5.5916,5.592
8101,1,0.9363,0.9058,0.0305,5.3779,5.3779,5.3779,5.3779
8142,31,15.6674,14.819,0.8485,5.4055,5.3725,5.324,5.8177
8145,1,0.7496,0.7217,0.0279,5.7879,5.7879,5.7879,5.7879
8147,8,7.5678,7.2753,0.2924,5.4703,5.3603,5.3281,6.3113
8148,5,5.0479,4.8856,0.1623,5.3839,5.3703,5.3398,5.4534
8176,1,1.6699,1.6261,0.0438,5.6219,5.6219,5.6219,5.6219
8185,119,88.8836,85.9182,2.9655,5.4458,5.365,5.3119,5.9547
8193,1,3.6873,3.5997,0.0876,5.8477,5.8477,5.8477,5.8477
8202,1,0.5464,0.5283,0.0182,5.3668,5.3668,5.3668,5.3668
8210,1,2.9907,2.9583,0.0324,6.2101,6.2101,6.2101,6.2101
8211,3,9.6936,9.512,0.1816,5.715,5.4263,5.3826,6.3362
8213,1,8.0812,7.901,0.1802,6.2935,6.2935,6.2935,6.2935
8214,1,0.3896,0.3731,0.0165,5.362,5.362,5.362,5.362
8218,1,0.59,0.5686,0.0213,5.3274,5.3274,5.3274,5.3274
8270,22,25.7217,25.2134,0.5082,5.4401,5.365,5.3173,5.9534
8273,1,0.3981,0.3791,0.019,5.4355,5.4355,5.4355,5.4355
8306,12,5.8646,5.6153,0.2493,5.4428,5.4113,5.3326,5.9009
8332,1,2.1258,2.0668,0.059,5.3982,5.3982,5.3982,5.3982
8348,1,1.038,1.004,0.034,5.8979,5.8979,5.8979,5.8979
8360,1,0.2649,0.2483,0.0166,5.34,5.34,5.34,5.34
8361,1,0.2971,0.2738,0.0233,5.3433,5.3433,5.3433,5.3433
8373,1,0.2732,0.2567,0.0165,5.3206,5.3206,5.3206,5.3206
8374,3,1.8169,1.743,0.0739,5.5858,5.4047,5.3302,6.0226
8403,6,2.3576,2.2238,0.1338,5.4114,5.37,5.3346,5.5272
8404,2,1.9061,1.8508,0.0552,5.5818,5.5818,5.3351,5.8286
8409,1,0.3037,0.2851,0.0186,5.3748,5.3748,5.3748,5.3748
8410,1,0.4659,0.442,0.0238,5.6949,5.6949,5.6949,5.6949
8415,1,0.3379,0.3175,0.0203,5.3522,5.3522,5.3522,5.3522
8418,1,0.4244,0.4027,0.0218,5.3983,5.3983,5.3983,5.3983
8423,1,1.2754,1.2413,0.034,5.5683,5.5683,5.5683,5.5683
8425,8,12.7036,12.466,0.2376,5.644,5.6925,5.3596,5.9115
8436,1,3.695,3.658,0.0371,5.627,5.627,5.627,5.627
8437,1,49.3635,47.038,2.3255,6.5146,6.5146,6.5146,6.5146
8438,1,32.0799,31.1855,0.8943,6.0478,6.0478,6.0478,6.0478
8439,1,1.4814,1.4591,0.0223,5.3292,5.3292,5.3292,5.3292
8440,1,0.8087,0.7879,0.0208,5.394,5.394,5.394,5.394
8450,25,24.5735,23.8683,0.7052,5.5547,5.4281,5.3296,6.6769
8495,55,99.0994,96.4611,2.6383,5.5126,5.4017,5.3192,6.2903
8496,11,8.2244,7.9724,0.252,5.5501,5.4922,5.3287,5.9914
8514,1,0.6122,0.5919,0.0203,5.372,5.372,5.372,5.372
8593,1,0.3646,0.3477,0.0169,5.3361,5.3361,5.3361,5.3361
8608,2,1.0945,1.0478,0.0467,5.5505,5.5505,5.3704,5.7305
8609,11,9.704,9.3159,0.3881,5.552,5.3852,5.3356,6.4482
8627,1,0.4644,0.4417,0.0227,5.3219,5.3219,5.3219,5.3219
8636,1,0.3686,0.3401,0.0285,5.5691,5.5691,5.5691,5.5691
8641,1,1.0702,1.0268,0.0434,5.5481,5.5481,5.5481,5.5481
8660,1,0.9831,0.9554,0.0277,5.3275,5.3275,5.3275,5.3275
8661,1,0.4333,0.4111,0.0222,5.3887,5.3887,5.3887,5.3887
8678,1,0.4808,0.4573,0.0235,5.3836,5.3836,5.3836,5.3836
8679,1,6.8955,6.6763,0.2192,6.125,6.125,6.125,6.125
8681,1,28.2378,27.2257,1.0122,6.1836,6.1836,6.1836,6.1836
8682,1,0.5825,0.5611,0.0214,5.7607,5.7607,5.7607,5.7607
8683,1,37.6419,36.3935,1.2484,6.4622,6.4622,6.4622,6.4622
8684,1,1.6462,1.6167,0.0295,5.8823,5.8823,5.8823,5.8823
8685,1,0.6837,0.6632,0.0205,5.3829,5.3829,5.3829,5.3829
8690,1,0.5474,0.5267,0.0207,5.3806,5.3806,5.3806,5.3806
8695,10,27.7647,26.7426,1.0222,5.7655,5.7063,5.3322,6.4466
8696,15,29.5399,28.8919,0.648,5.6448,5.5458,5.3172,6.3149
8706,1,1.377,1.3526,0.0244,5.5442,5.5442,5.5442,5.5442
8707,11,13.8549,13.5963,0.2587,5.5979,5.5836,5.333,5.8669
8714,3,1.6578,1.6019,0.0559,5.3653,5.3574,5.344,5.3944
8776,17,40.3786,39.1933,1.1852,5.6057,5.488,5.3349,6.4297
8792,1,0.3429,0.3287,0.0143,5.3866,5.3866,5.3866,5.3866
8874,1,0.4792,0.4581,0.0212,5.5053,5.5053,5.5053,5.5053
8905,1,0.3477,0.3331,0.0147,5.382,5.382,5.382,5.382
8906,1,0.4089,0.3913,0.0176,5.3541,5.3541,5.3541,5.3541
8923,9,8.0337,7.7921,0.2416,5.4687,5.3858,5.3409,5.7687
8924,3,1.5569,1.4912,0.0657,5.4305,5.4398,5.3785,5.4731
8944,1,29.0312,28.31,0.7212,6.2584,6.2584,6.2584,6.2584
8960,1,1.3204,1.2982,0.0222,5.9237,5.9237,5.9237,5.9237
8965,1,1.0003,0.9762,0.0241,5.4203,5.4203,5.4203,5.4203
8971,18,17.8748,17.43,0.4449,5.466,5.4133,5.3269,5.826
8975,1,0.5,0.4787,0.0213,5.3638,5.3638,5.3638,5.3638
8981,2,3.9902,3.8948,0.0954,5.7496,5.7496,5.4159,6.0832
8984,1,0.3619,0.3447,0.0172,5.3849,5.3849,5.3849,5.3849
8988,9,28.5923,27.6551,0.9372,5.6587,5.4591,5.3265,6.5954
8993,1,4.4676,4.4192,0.0485,5.4089,5.4089,5.4089,5.4089
8996,1,40.3072,38.668,1.6392,6.5175,6.5175,6.5175,6.5175
8997,1,2.0365,2.0096,0.0269,5.9097,5.9097,5.9097,5.9097
8998,1,0.8275,0.8061,0.0214,5.3201,5.3201,5.3201,5.3201
9058,1,0.6344,0.6157,0.0186,5.3803,5.3803,5.3803,5.3803
9066,1,0.8097,0.7891,0.0206,5.3871,5.3871,5.3871,5.3871
9078,1,1.3947,1.3696,0.0252,5.5811,5.5811,5.5811,5.5811
9080,5,4.5361,4.4372,0.0989,5.4161,5.3546,5.3389,5.6089
9113,68,50.7467,49.2856,1.4611,5.4184,5.3817,5.3121,5.7851
9124,1,0.5829,0.5571,0.0258,5.424,5.424,5.424,5.424
9166,1,0.366,0.3447,0.0213,5.5506,5.5506,5.5506,5.5506
9167,1,5.862,5.6549,0.2071,6.1143,6.1143,6.1143,6.1143
9179,3,1.8477,1.7869,0.0608,5.3745,5.3772,5.3282,5.4181
9220,1,0.8397,0.819,0.0206,5.3201,5.3201,5.3201,5.3201
9227,1,0.7233,0.7016,0.0217,5.8644,5.8644,5.8644,5.8644
9231,1,1.2493,1.2265,0.0228,5.8426,5.8426,5.8426,5.8426
9234,1,50.1021,45.8299,4.2721,6.5353,6.5353,6.5353,6.5353
9235,1,0.8573,0.836,0.0213,5.3526,5.3526,5.3526,5.3526
9236,1,1.6485,1.6223,0.0262,5.9978,5.9978,5.9978,5.9978
9237,1,0.6685,0.6409,0.0275,6.0012,6.0012,6.0012,6.0012
9263,3,2.0357,1.9648,0.0709,5.3829,5.3736,5.3589,5.4161
9269,2,9.3084,9.1324,0.176,5.6168,5.6168,5.3244,5.9091
9302,2,1.0049,0.9691,0.0358,5.3494,5.3494,5.3392,5.3597
9336,1,0.9,0.8791,0.0209,5.7385,5.7385,5.7385,5.7385
9365,1,0.5658,0.5491,0.0167,5.3621,5.3621,5.3621,5.3621
9368,185,206.6358,201.3532,5.2826,5.4159,5.3502,5.3119,6.2807
9369,3,6.7191,6.6314,0.0877,5.3612,5.3436,5.3281,5.4118
9384,1,0.5401,0.5219,0.0182,5.4025,5.4025,5.4025,5.4025
9385,1,0.8357,0.8136,0.0221,5.4865,5.4865,5.4865,5.4865
9410,248,157.6972,151.8957,5.8015,5.4198,5.3493,5.3138,6.0944
9413,1,0.8365,0.8152,0.0213,5.3222,5.3222,5.3222,5.3222
9437,1,2.199,2.1663,0.0327,5.9902,5.9902,5.9902,5.9902
9455,1,0.6937,0.674,0.0197,5.6762,5.6762,5.6762,5.6762
9469,1,0.4731,0.4581,0.015,5.3663,5.3663,5.3663,5.3663
9486,1,0.5008,0.4843,0.0165,5.3368,5.3368,5.3368,5.3368
9488,1,0.8079,0.7902,0.0177,5.4183,5.4183,5.4183,5.4183
9489,1,0.4565,0.44,0.0165,5.3346,5.3346,5.3346,5.3346
9570,2,1.805,1.7614,0.0436,5.649,5.649,5.3681,5.9299
9667,263,249.7677,242.5922,7.1755,5.4249,5.3529,5.3092,6.1553
9668,5,5.171,5.0519,0.1191,5.4547,5.373,5.3253,5.8346
9690,8,6.2967,6.1134,0.1834,5.4233,5.4033,5.3551,5.5919
9769,1,0.6413,0.6299,0.0114,5.3985,5.3985,5.3985,5.3985
9770,147,191.5966,186.8212,4.7754,5.4642,5.3554,5.3171,6.672
9780,1,0.736,0.712,0.024,5.6321,5.6321,5.6321,5.6321
9795,1,0.644,0.6192,0.0248,5.8532,5.8532,5.8532,5.8532
9821,1,1.2213,1.2001,0.0212,5.7044,5.7044,5.7044,5.7044
9827,1,0.6351,0.6209,0.0142,5.3314,5.3314,5.3314,5.3314
9828,1,6.8671,6.7808,0.0863,5.4614,5.4614,5.4614,5.4614
9829,1,0.7073,0.688,0.0193,5.3959,5.3959,5.3959,5.3959
9830,1,2.3668,2.3333,0.0334,5.6533,5.6533,5.6533,5.6533
9832,1,0.7737,0.7562,0.0176,5.7431,5.7431,5.7431,5.7431
9833,1,0.728,0.7134,0.0146,5.3766,5.3766,5.3766,5.3766
9899,19,29.9343,29.3893,0.5451,5.5143,5.4188,5.3287,6.3512
9900,2,3.8916,3.8201,0.0715,5.8528,5.8528,5.7599,5.9457
9906,1,0.4762,0.4569,0.0194,5.6433,5.6433,5.6433,5.6433
9918,2,1.055,1.0182,0.0368,5.5553,5.5553,5.3408,5.7697
9951,1,0.631,0.6097,0.0213,5.4277,5.4277,5.4277,5.4277
10017,22,38.0815,36.4394,1.6421,5.5259,5.3858,5.3216,6.2993
10026,1,0.464,0.449,0.015,5.9543,5.9543,5.9543,5.9543
10033,1,0.6737,0.6549,0.0189,5.6983,5.6983,5.6983,5.6983
10091,1,0.1903,0.1746,0.0158,5.3339,5.3339,5.3339,5.3339
10126,1,0.2282,0.2175,0.0107,5.3716,5.3716,5.3716,5.3716
10133,1,0.2032,0.1908,0.0124,5.3792,5.3792,5.3792,5.3792
10135,1,0.2047,0.1944,0.0103,5.3734,5.3734,5.3734,5.3734
10138,1,0.5485,0.5327,0.0158,5.3165,5.3165,5.3165,5.3165
10145,1,0.1958,0.1799,0.0159,5.33,5.33,5.33,5.33
10146,1,3.178,3.0693,0.1087,6.0182,6.0182,6.0182,6.0182
10148,1,4.767,4.6439,0.1231,6.595,6.595,6.595,6.595
10150,1,0.6735,0.6589,0.0146,5.5034,5.5034,5.5034,5.5034
10151,1,0.7143,0.6984,0.0159,5.6018,5.6018,5.6018,5.6018
10190,72,24.5519,23.6232,0.9286,5.4193,5.3728,5.3155,5.8692
10191,8,2.2419,2.1403,0.1016,5.4046,5.3751,5.3373,5.6724
10199,1,0.3398,0.3272,0.0127,5.6529,5.6529,5.6529,5.6529
10205,1,0.3295,0.3161,0.0134,5.3918,5.3918,5.3918,5.3918
10222,133,64.1121,62.1717,1.9404,5.424,5.3531,5.3113,6.3083
10260,9,26.7768,26.5188,0.2579,5.5273,5.3761,5.3244,6.2755
10291,11,11.9833,11.8368,0.1465,5.4862,5.4057,5.3208,5.8164
10296,1,0.571,0.5583,0.0127,5.4446,5.4446,5.4446,5.4446
10311,1,0.7269,0.7129,0.014,5.7531,5.7531,5.7531,5.7531
10314,73,67.9197,66.0544,1.8653,5.4407,5.3881,5.3245,6.7712
10335,1,2.2837,2.2567,0.0269,5.7978,5.7978,5.7978,5.7978
10354,1,1.233,1.2126,0.0204,5.7318,5.7318,5.7318,5.7318
10357,1,0.8045,0.7879,0.0166,6.1335,6.1335,6.1335,6.1335
10363,4,9.5042,9.4104,0.0938,5.6208,5.6584,5.3801,5.7862
10366,1,0.7559,0.7452,0.0107,5.3804,5.3804,5.3804,5.3804
10367,1,11.0647,10.9194,0.1453,5.9779,5.9779,5.9779,5.9779
10368,1,1.5974,1.5828,0.0146,5.843,5.843,5.843,5.843
10405,102,99.8538,97.8442,2.0097,5.4062,5.3415,5.3138,6.2708
10416,1,0.4081,0.3992,0.0089,5.3427,5.3427,5.3427,5.3427
10428,75,198.6118,195.847,2.7649,5.4882,5.3462,5.3124,6.3111
10501,1,0.5403,0.5311,0.0092,5.3401,5.3401,5.3401,5.3401
10528,1,3.4282,3.4058,0.0224,6.0347,6.0347,6.0347,6.0347
10533,1,1.5236,1.4222,0.1014,5.4706,5.4706,5.4706,5.4706
10554,3,8.3161,8.2594,0.0568,5.8755,5.8804,5.8016,5.9445
10590,1,1.0268,1.0144,0.0124,5.6497,5.6497,5.6497,5.6497
10591,1,1.4732,1.4598,0.0134,6.0648,6.0648,6.0648,6.0648
10609,1,8.9686,8.8823,0.0863,6.0521,6.0521,6.0521,6.0521
10610,1,0.6229,0.6127,0.0102,5.4101,5.4101,5.4101,5.4101
10623,1,0.5808,0.5713,0.0094,5.3767,5.3767,5.3767,5.3767
10626,1,0.8197,0.809,0.0107,5.3717,5.3717,5.3717,5.3717
10635,4,4.5218,4.4749,0.0469,5.4782,5.4304,5.3355,5.7163
10636,4,3.8726,3.8233,0.0493,5.3935,5.385,5.3748,5.4293
10638,7,17.6548,17.2198,0.435,5.6011,5.3713,5.3321,6.2889
10640,1,1.9759,1.9579,0.018,5.7743,5.7743,5.7743,5.7743
10641,1,1.4532,1.4385,0.0146,5.3235,5.3235,5.3235,5.3235
10673,1,0.6391,0.6279,0.0111,5.4385,5.4385,5.4385,5.4385
10729,2,1.2576,1.2353,0.0223,5.7809,5.7809,5.7548,5.807
10730,1,0.393,0.3839,0.0091,5.3301,5.3301,5.3301,5.3301
10799,1,3.1477,3.1211,0.0267,5.7117,5.7117,5.7117,5.7117
10800,1,0.4351,0.4254,0.0097,5.3468,5.3468,5.3468,5.3468
10814,1,0.5422,0.5323,0.0099,5.3907,5.3907,5.3907,5.3907
10853,1,1.1807,1.1666,0.0142,6.0444,6.0444,6.0444,6.0444
10857,3,1.4163,1.3865,0.0298,5.3729,5.3504,5.3323,5.4359
10864,1,0.5286,0.5174,0.0111,5.5454,5.5454,5.5454,5.5454
10897,1,1.0312,1.0172,0.0139,5.54,5.54,5.54,5.54
10904,1,0.4366,0.4239,0.0127,5.3324,5.3324,5.3324,5.3324
10912,1,0.4482,0.4379,0.0103,5.3674,5.3674,5.3674,5.3674
10926,1,3.3155,3.2824,0.0331,5.8038,5.8038,5.8038,5.8038
10928,1,0.3478,0.3384,0.0094,5.7212,5.7212,5.7212,5.7212
10929,68,88.3118,87.3691,0.9427,5.4601,5.3747,5.3253,6.0711
10930,1,0.7279,0.7179,0.0099,5.3544,5.3544,5.3544,5.3544
10931,1,1.1918,1.1741,0.0176,5.5585,5.5585,5.5585,5.5585
10932,1,0.6355,0.6256,0.0098,5.3682,5.3682,5.3682,5.3682
10933,1,0.5369,0.5285,0.0084,5.3291,5.3291,5.3291,5.3291
10935,1,2.4968,2.4792,0.0176,5.8029,5.8029,5.8029,5.8029
10936,25,16.0634,15.8034,0.26,5.3637,5.3445,5.3227,5.5367
10946,13,6.8799,6.7421,0.1378,5.4051,5.3508,5.3221,5.7464
10947,13,8.0794,7.9238,0.1556,5.5384,5.4583,5.3389,5.9817
11013,1,0.8961,0.8826,0.0135,5.4869,5.4869,5.4869,5.4869
11028,1,3.894,3.8739,0.0201,5.7708,5.7708,5.7708,5.7708
11029,1,0.6595,0.6498,0.0097,5.4054,5.4054,5.4054,5.4054
11112,1,0.9427,0.9314,0.0113,5.3862,5.3862,5.3862,5.3862
11113,1,1.8749,1.8606,0.0143,5.331,5.331,5.331,5.331
11114,1,1.6742,1.6606,0.0136,6.2536,6.2536,6.2536,6.2536
11121,1,0.8086,0.7981,0.0105,5.4462,5.4462,5.4462,5.4462
11123,1,1.1078,1.097,0.0107,5.3668,5.3668,5.3668,5.3668
11124,1,0.6223,0.613,0.0093,5.3371,5.3371,5.3371,5.3371
11156,1,3.1048,3.0863,0.0185,5.8099,5.8099,5.8099,5.8099
11157,1,0.6002,0.5915,0.0087,5.3233,5.3233,5.3233,5.3233
11158,1,0.8024,0.7919,0.0105,5.435,5.435,5.435,5.435
11195,2,1.5564,1.5357,0.0207,5.3898,5.3898,5.3382,5.4414
11221,7,17.2848,17.1717,0.1131,5.5087,5.4374,5.3354,5.8528
11222,58,72.0069,70.9363,1.0706,5.5019,5.433,5.3239,6.2276
11260,1,0.3139,0.3022,0.0118,5.6857,5.6857,5.6857,5.6857
11301,1,30.8109,30.0118,0.7991,6.463,6.463,6.463,6.463
11310,1,0.6092,0.6004,0.0087,5.3315,5.3315,5.3315,5.3315
11361,2,2.5744,2.5455,0.0289,5.3965,5.3965,5.3699,5.4231
11368,1,0.9931,0.9829,0.0103,5.4096,5.4096,5.4096,5.4096
11369,2,2.783,2.7576,0.0254,5.4862,5.4862,5.3883,5.5841
11383,2,3.9273,3.8877,0.0396,5.4757,5.4757,5.4715,5.48
11394,5,51.8741,50.7098,1.1642,5.866,5.7116,5.4191,6.803
11395,9,29.4245,28.9804,0.4441,5.6175,5.4713,5.3204,6.4567
11397,1,4.1296,4.1038,0.0257,5.8257,5.8257,5.8257,5.8257
11410,1,0.9574,0.9462,0.0112,5.3987,5.3987,5.3987,5.3987
11412,1,0.7356,0.7252,0.0104,5.4332,5.4332,5.4332,5.4332
11429,1,1.742,1.7289,0.0131,5.4306,5.4306,5.4306,5.4306
11434,1,1.9834,1.969,0.0143,6.2299,6.2299,6.2299,6.2299
11435,1,2.1963,2.179,0.0173,5.3178,5.3178,5.3178,5.3178
11441,1,0.9329,0.9209,0.012,5.7756,5.7756,5.7756,5.7756
11443,1,0.9173,0.9071,0.0102,5.4281,5.4281,5.4281,5.4281
11444,1,2.3539,2.3378,0.0161,5.5124,5.5124,5.5124,5.5124
11445,1,0.8317,0.822,0.0098,5.3612,5.3612,5.3612,5.3612
11446,1,7.2869,7.2262,0.0607,5.7328,5.7328,5.7328,5.7328
11447,1,15.9139,15.6225,0.2913,6.2929,6.2929,6.2929,6.2929
11454,21,68.2257,67.5189,0.7068,5.559,5.4246,5.3265,6.3813
11490,2,3.8729,3.8436,0.0293,5.6199,5.6199,5.3434,5.8963
11491,1,0.5414,0.5325,0.0089,5.3577,5.3577,5.3577,5.3577
11507,1,30.8161,30.1826,0.6335,6.587,6.587,6.587,6.587
11512,2,3.0889,3.061,0.0279,5.5105,5.5105,5.4804,5.5406
11519,1,2.4491,2.4313,0.0178,5.5457,5.5457,5.5457,5.5457
11582,43,93.9003,92.8586,1.0417,5.4887,5.4051,5.326,6.4222
11602,1,0.7576,0.7478,0.0097,5.3986,5.3986,5.3986,5.3986
11617,1,0.7336,0.724,0.0096,5.3912,5.3912,5.3912,5.3912
11622,1,1.3011,1.2894,0.0117,5.3881,5.3881,5.3881,5.3881
11625,1,1.4306,1.4175,0.0131,5.911,5.911,5.911,5.911
11651,6,7.2517,7.1793,0.0724,5.5121,5.3883,5.3292,5.8279
11668,1,1.3365,1.2593,0.0772,6.2473,6.2473,6.2473,6.2473
11675,1,2.0065,1.992,0.0145,5.3288,5.3288,5.3288,5.3288
11677,1,2.007,1.9925,0.0145,5.8042,5.8042,5.8042,5.8042
11680,4,5.9246,5.8623,0.0623,5.615,5.579,5.3406,5.9616
11681,5,6.524,6.4515,0.0725,5.5131,5.5248,5.3661,5.6524
11699,1,0.6494,0.6391,0.0102,5.374,5.374,5.374,5.374
11700,10,21.284,21.1338,0.1502,5.484,5.3899,5.3371,5.8206
11702,2,8.1949,8.1434,0.0515,5.6126,5.6126,5.3743,5.851
11713,2,1.2062,1.1872,0.019,5.4151,5.4151,5.4109,5.4193
11715,1,2.9883,2.9699,0.0185,5.728,5.728,5.728,5.728
11785,2,4.1873,4.145,0.0423,5.6434,5.6434,5.3306,5.9561
11797,1,1.0609,1.0486,0.0123,5.6855,5.6855,5.6855,5.6855
11828,1,0.8355,0.8247,0.0108,5.5615,5.5615,5.5615,5.5615
11841,1,0.5921,0.5825,0.0096,5.4483,5.4483,5.4483,5.4483
11861,1,0.86,0.8495,0.0105,5.3805,5.3805,5.3805,5.3805
11878,1,18.7596,18.3563,0.4033,6.5951,6.5951,6.5951,6.5951
11892,1,0.6745,0.6642,0.0103,5.4633,5.4633,5.4633,5.4633
11901,1,2.1061,2.089,0.017,5.5866,5.5866,5.5866,5.5866
11914,1,1.0691,1.0589,0.0103,5.3344,5.3344,5.3344,5.3344
11923,4,6.8316,6.7834,0.0482,5.6214,5.5978,5.3376,5.9525
11926,1,0.8079,0.799,0.0089,5.4264,5.4264,5.4264,5.4264
11929,1,0.8637,0.8553,0.0084,5.4174,5.4174,5.4174,5.4174
11934,1,0.8231,0.8144,0.0086,5.3637,5.3637,5.3637,5.3637
11944,7,11.5,11.4126,0.0874,5.5718,5.5295,5.3197,6.0843
12038,7,2.8556,2.7611,0.0946,4.6748,5.3378,3.356,5.9828
12064,1,0.2034,0.1915,0.0119,5.344,5.344,5.344,5.344
12065,1,0.2195,0.2093,0.0101,5.3486,5.3486,5.3486,5.3486
12085,3,0.6329,0.603,0.03,5.4001,5.3741,5.3586,5.4675
12086,19,10.7587,10.4788,0.2799,5.5915,5.5838,5.3267,5.9428
12094,2,0.4072,0.3795,0.0277,5.0929,5.0929,4.8269,5.359
12095,402,130.0314,125.4442,4.5872,5.389,5.3412,4.6309,6.8195
12118,1,1.4544,1.4408,0.0136,5.3128,5.3128,5.3128,5.3128
